Invoice_ID,Invoice_Header,Invoice_Year,Invoice_Amount,Invoice_Vendor,Invoice_Due_Date,Invoice_Vendor_City
2018005102_2018_IT10,2018005102,2018,2171.60,VND04681,2018-05-31,
2018005105_2018_IT10,2018005105,2018,2171.60,VND04681,2018-05-31,
2018005107_2018_IT10,2018005107,2018,5612.00,VND03928,2018-02-28,Dusseldorf
2018005109_2018_IT10,2018005109,2018,366.00,VND04213,2018-05-31,
2018005110_2018_IT10,2018005110,2018,1490.00,VND05235,2018-04-09,
2018005111_2018_IT10,2018005111,2018,2196.00,VND04213,2018-05-31,
2018005112_2018_IT10,2018005112,2018,10614.00,VND07110,2018-05-31,
2018005115_2018_IT10,2018005115,2018,5612.00,VND03928,2018-04-30,Dusseldorf
2018005118_2018_IT10,2018005118,2018,2013.00,VND07110,2018-05-31,
2018005119_2018_IT10,2018005119,2018,2562.00,VND07110,2018-05-31,
2018005123_2018_IT10,2018005123,2018,2478.55,VND06195,2018-05-19,
2018005125_2018_IT10,2018005125,2018,574.03,VND06976,2018-04-22,
2018005127_2018_IT10,2018005127,2018,856.00,VND05917,2018-03-12,
2018005129_2018_IT10,2018005129,2018,680.00,VND05917,2018-03-14,
2018005130_2018_IT10,2018005130,2018,209.00,VND05917,2018-04-21,
2018005133_2018_IT10,2018005133,2018,440.00,VND05917,2018-04-23,
2018005134_2018_IT10,2018005134,2018,632.00,VND05917,2018-04-23,
2018005136_2018_IT10,2018005136,2018,805.20,VND04753,2018-03-31,
2018005137_2018_IT10,2018005137,2018,672.00,VND05917,2018-05-15,
2018005138_2018_IT10,2018005138,2018,1598.69,VND07743,2018-04-13,
2018005140_2018_IT10,2018005140,2018,1464.00,VND04213,2018-05-31,
2018005141_2018_IT10,2018005141,2018,2928.00,VND04213,2018-05-31,
2018005142_2018_IT10,2018005142,2018,2928.00,VND04213,2018-05-31,
2018005144_2018_IT10,2018005144,2018,35202.74,VND05972,2018-03-23,Dusseldorf
2018005147_2018_IT10,2018005147,2018,34774.95,VND04440,2018-03-13,Berlin
2018005148_2018_IT10,2018005148,2018,549.00,VND04681,2018-05-31,
2018005154_2018_IT10,2018005154,2018,5075.20,VND06582,2018-03-14,
2018005156_2018_IT10,2018005156,2018,395.28,VND05651,2018-05-31,
2018005158_2018_IT10,2018005158,2018,1490.84,VND06589,2018-03-31,
2018005159_2018_IT10,2018005159,2018,37458.72,VND04690,2018-04-30,
2018005160_2018_IT10,2018005160,2018,2383.58,VND04690,2018-04-30,
2018005166_2018_IT10,2018005166,2018,20266.67,VND05972,2018-03-08,Dusseldorf
2018005167_2018_IT10,2018005167,2018,7114.15,VND05972,2018-03-08,Dusseldorf
2018005168_2018_IT10,2018005168,2018,3828.00,VND05972,2018-03-08,Dusseldorf
2018005169_2018_IT10,2018005169,2018,1475.00,VND07461,2018-04-19,
2018005170_2018_IT10,2018005170,2018,550.00,VND05805,2018-04-12,
2018005172_2018_IT10,2018005172,2018,854.00,VND05855,2018-04-21,Rome
2018005173_2018_IT10,2018005173,2018,14591.20,VND07403,2018-03-08,Dusseldorf
2018005174_2018_IT10,2018005174,2018,85.40,VND05855,2018-05-15,Rome
2018005175_2018_IT10,2018005175,2018,6502.60,VND04783,2018-05-31,
2018005177_2018_IT10,2018005177,2018,-14591.20,VND07403,2018-03-08,Dusseldorf
2018005179_2018_IT10,2018005179,2018,1975.75,VND06200,2018-05-31,
2018005180_2018_IT10,2018005180,2018,14591.20,VND07403,2018-03-08,Dusseldorf
2018005181_2018_IT10,2018005181,2018,366.00,VND06608,2018-05-15,
2018005182_2018_IT10,2018005182,2018,470.22,VND04583,2018-05-31,
2018005183_2018_IT10,2018005183,2018,73200.00,VND05594,2018-05-30,
2018005184_2018_IT10,2018005184,2018,3956.66,VND05104,2018-03-05,
2018005188_2018_IT10,2018005188,2018,1192.72,VND06924,2018-03-29,
2018005189_2018_IT10,2018005189,2018,11802.00,VND04035,2018-04-30,
2018005190_2018_IT10,2018005190,2018,283.43,VND04701,2018-04-28,
2018005191_2018_IT10,2018005191,2018,1281.00,VND07522,2018-05-31,Dusseldorf
2018005192_2018_IT10,2018005192,2018,549.00,VND06270,2018-05-31,
2018005196_2018_IT10,2018005196,2018,1310.28,VND05328,2018-04-30,
2018005198_2018_IT10,2018005198,2018,849.83,VND06924,2018-03-29,
2018005199_2018_IT10,2018005199,2018,5612.24,VND07798,2018-04-15,
2018005200_2018_IT10,2018005200,2018,7200.34,VND07195,2018-04-30,Moscow
2018005201_2018_IT10,2018005201,2018,5233.80,VND07798,2018-04-15,
2018005202_2018_IT10,2018005202,2018,906.12,VND06924,2018-03-29,
2018005204_2018_IT10,2018005204,2018,574.89,VND06924,2018-03-29,
2018005206_2018_IT10,2018005206,2018,574.89,VND06924,2018-03-29,
2018005207_2018_IT10,2018005207,2018,11565.60,VND06050,2018-04-30,Berlin
2018005208_2018_IT10,2018005208,2018,574.89,VND06924,2018-03-29,
2018005211_2018_IT10,2018005211,2018,574.89,VND06924,2018-03-29,
2018005212_2018_IT10,2018005212,2018,42398.20,VND07940,2018-05-31,
2018005213_2018_IT10,2018005213,2018,698.91,VND06924,2018-03-29,
2018005214_2018_IT10,2018005214,2018,906.12,VND06924,2018-03-29,
2018005215_2018_IT10,2018005215,2018,395.28,VND05651,2018-05-31,
2018005216_2018_IT10,2018005216,2018,698.91,VND06924,2018-03-29,
2018005218_2018_IT10,2018005218,2018,698.91,VND06924,2018-03-29,
2018005220_2018_IT10,2018005220,2018,323.73,VND07237,2018-05-31,Beijing
2018005221_2018_IT10,2018005221,2018,1448.75,VND05071,2018-05-31,
2018005223_2018_IT10,2018005223,2018,4345.32,VND05201,2018-05-31,Dusseldorf
2018005224_2018_IT10,2018005224,2018,1220.00,VND07024,2018-05-31,
2018005225_2018_IT10,2018005225,2018,906.12,VND06924,2018-03-29,
2018005226_2018_IT10,2018005226,2018,698.91,VND06924,2018-03-29,
2018005227_2018_IT10,2018005227,2018,906.12,VND06924,2018-03-29,
2018005228_2018_IT10,2018005228,2018,514.84,VND06738,2018-06-30,
2018005229_2018_IT10,2018005229,2018,574.89,VND06924,2018-03-29,
2018005230_2018_IT10,2018005230,2018,617.45,VND05201,2018-05-31,Dusseldorf
2018005231_2018_IT10,2018005231,2018,574.89,VND06924,2018-03-29,
2018005232_2018_IT10,2018005232,2018,698.91,VND06924,2018-03-29,
2018005234_2018_IT10,2018005234,2018,906.12,VND06924,2018-03-29,
2018005235_2018_IT10,2018005235,2018,849.83,VND06924,2018-03-29,
2018005236_2018_IT10,2018005236,2018,1192.72,VND06924,2018-03-29,
2018005237_2018_IT10,2018005237,2018,47841.08,VND06816,2018-04-30,
2018005240_2018_IT10,2018005240,2018,1237.08,VND06738,2018-06-30,
2018005242_2018_IT10,2018005242,2018,3220.80,VND03929,2018-04-30,
2018005244_2018_IT10,2018005244,2018,262.73,VND05088,2018-04-03,Beijing
2018005246_2018_IT10,2018005246,2018,241.97,VND05088,2018-04-03,Beijing
2018005248_2018_IT10,2018005248,2018,322.64,VND05088,2018-04-03,Beijing
2018005250_2018_IT10,2018005250,2018,261.62,VND05088,2018-04-03,Beijing
2018005252_2018_IT10,2018005252,2018,390.42,VND05088,2018-04-03,Beijing
2018005253_2018_IT10,2018005253,2018,261.73,VND05088,2018-04-03,Beijing
2018005254_2018_IT10,2018005254,2018,261.54,VND05088,2018-04-03,Beijing
2018005257_2018_IT10,2018005257,2018,1098.00,VND06179,2018-04-30,Dusseldorf
2018005258_2018_IT10,2018005258,2018,4.96,VND07187,2018-03-05,Dusseldorf
2018005259_2018_IT10,2018005259,2018,316.00,VND07187,2018-04-03,Dusseldorf
2018005260_2018_IT10,2018005260,2018,692.00,VND07187,2018-04-03,Dusseldorf
2018005262_2018_IT10,2018005262,2018,-732.00,VND06887,2018-04-30,
2018005263_2018_IT10,2018005263,2018,507.52,VND06924,2018-04-03,
2018005266_2018_IT10,2018005266,2018,1262.14,VND06924,2018-04-03,
2018005268_2018_IT10,2018005268,2018,906.12,VND06924,2018-04-03,
2018005269_2018_IT10,2018005269,2018,906.12,VND06924,2018-04-03,
2018005270_2018_IT10,2018005270,2018,394.10,VND04404,2018-06-03,Dusseldorf
2018005271_2018_IT10,2018005271,2018,906.12,VND06924,2018-04-03,
2018005273_2018_IT10,2018005273,2018,610.00,VND06887,2018-04-30,
2018005274_2018_IT10,2018005274,2018,362.97,VND04404,2018-06-03,Dusseldorf
2018005275_2018_IT10,2018005275,2018,483.96,VND04404,2018-06-03,Dusseldorf
2018005276_2018_IT10,2018005276,2018,1909.98,VND06924,2018-04-03,
2018005277_2018_IT10,2018005277,2018,585.65,VND04404,2018-06-03,Dusseldorf
2018005278_2018_IT10,2018005278,2018,392.43,VND04404,2018-06-03,Dusseldorf
2018005280_2018_IT10,2018005280,2018,1624.62,VND06924,2018-04-03,
2018005281_2018_IT10,2018005281,2018,392.58,VND04404,2018-06-03,Dusseldorf
2018005282_2018_IT10,2018005282,2018,392.32,VND04404,2018-06-03,Dusseldorf
2018005283_2018_IT10,2018005283,2018,1192.72,VND06924,2018-04-03,
2018005284_2018_IT10,2018005284,2018,1000.40,VND05650,2018-04-30,Rome
2018005285_2018_IT10,2018005285,2018,41.68,VND06341,2018-04-30,
2018005287_2018_IT10,2018005287,2018,619.94,VND05201,2018-04-30,Dusseldorf
2018005288_2018_IT10,2018005288,2018,2426.20,VND05865,2018-04-30,
2018005289_2018_IT10,2018005289,2018,1530.61,VND07496,2018-04-30,Rome
2018005290_2018_IT10,2018005290,2018,1110.20,VND06184,2018-04-07,
2018005291_2018_IT10,2018005291,2018,467.75,VND06319,2018-04-28,
2018005293_2018_IT10,2018005293,2018,839.23,VND04091,2018-04-30,Beijing
2018005294_2018_IT10,2018005294,2018,122.00,VND04091,2018-04-30,Beijing
2018005295_2018_IT10,2018005295,2018,52.89,VND04091,2018-04-30,Beijing
2018005297_2018_IT10,2018005297,2018,241.56,VND07082,2018-04-30,
2018005298_2018_IT10,2018005298,2018,414.80,VND05102,2018-04-30,
2018005299_2018_IT10,2018005299,2018,18.30,VND07082,2018-03-27,
2018005300_2018_IT10,2018005300,2018,124.74,VND05865,2018-04-30,
2018005301_2018_IT10,2018005301,2018,250.10,VND05624,2018-06-21,
2018005302_2018_IT10,2018005302,2018,84.18,VND03869,2018-05-31,Dusseldorf
2018005303_2018_IT10,2018005303,2018,18.91,VND05315,2018-05-31,Rome
2018005304_2018_IT10,2018005304,2018,1043.83,VND03869,2018-05-31,Dusseldorf
2018005307_2018_IT10,2018005307,2018,1324.43,VND03869,2018-05-31,Dusseldorf
2018005308_2018_IT10,2018005308,2018,1354.20,VND03932,2018-04-30,Milan
2018005310_2018_IT10,2018005310,2018,1420.08,VND07195,2018-04-30,Moscow
2018005311_2018_IT10,2018005311,2018,1348.10,VND04676,2018-04-30,
2018005313_2018_IT10,2018005313,2018,11502.16,VND06179,2018-04-30,Dusseldorf
2018005316_2018_IT10,2018005316,2018,1790.05,VND04496,2018-04-30,
2018005318_2018_IT10,2018005318,2018,3085.01,VND07195,2018-04-30,Moscow
2018005328_2018_IT10,2018005328,2018,4148.00,VND05087,2018-04-30,
2018005338_2018_IT10,2018005338,2018,9753.90,VND05650,2018-04-30,Rome
2018005339_2018_IT10,2018005339,2018,13121.71,VND06128,2018-04-30,
2018005340_2018_IT10,2018005340,2018,622.20,VND07941,2018-03-31,
2018005342_2018_IT10,2018005342,2018,1342.00,VND07870,2018-04-30,Beijing
2018005343_2018_IT10,2018005343,2018,955.26,VND04757,2018-04-30,
2018005345_2018_IT10,2018005345,2018,6039.00,VND07504,2018-05-31,
2018005346_2018_IT10,2018005346,2018,8052.00,VND05043,2018-04-30,Moscow
2018005347_2018_IT10,2018005347,2018,4392.00,,2018-03-04,
2018005348_2018_IT10,2018005348,2018,2928.00,VND05697,2018-03-31,
2018005349_2018_IT10,2018005349,2018,915.00,VND06838,2018-05-30,Berlin
2018005350_2018_IT10,2018005350,2018,966.46,VND05299,2018-05-31,
2018005351_2018_IT10,2018005351,2018,2594.94,VND07020,2018-05-31,
2018005352_2018_IT10,2018005352,2018,985.76,VND06318,2018-05-31,Dusseldorf
2018005353_2018_IT10,2018005353,2018,2379.00,VND05223,2018-05-31,
2018005354_2018_IT10,2018005354,2018,322.81,VND05799,2018-05-31,Milan
2018005355_2018_IT10,2018005355,2018,3660.00,VND05093,2018-05-31,
2018005359_2018_IT10,2018005359,2018,183.00,VND06521,2018-05-28,
2018005360_2018_IT10,2018005360,2018,152.00,VND06617,2018-05-22,
2018005363_2018_IT10,2018005363,2018,491.50,VND05775,2018-04-27,
2018005365_2018_IT10,2018005365,2018,24400.00,VND06385,2018-04-27,
2018005366_2018_IT10,2018005366,2018,26850.00,VND03898,2018-05-28,
2018005369_2018_IT10,2018005369,2018,450.00,VND06148,2018-04-30,
2018005371_2018_IT10,2018005371,2018,146.00,VND04983,2018-05-15,
2018005373_2018_IT10,2018005373,2018,531.00,VND04983,2018-05-15,
2018005374_2018_IT10,2018005374,2018,1990.00,VND07002,2018-05-31,
2018005381_2018_IT10,2018005381,2018,1610.40,VND04462,2018-04-30,
2018005382_2018_IT10,2018005382,2018,204.46,VND05278,2018-05-21,
2018005384_2018_IT10,2018005384,2018,1098.00,VND04681,2018-05-31,
2018005385_2018_IT10,2018005385,2018,1098.00,VND04681,2018-05-31,
2018005386_2018_IT10,2018005386,2018,1098.00,VND04681,2018-05-31,
2018005387_2018_IT10,2018005387,2018,976.00,VND04681,2018-05-31,
2018005394_2018_IT10,2018005394,2018,10497.87,VND05353,2018-05-27,
2018005395_2018_IT10,2018005395,2018,273.28,VND05134,2018-04-30,
2018005398_2018_IT10,2018005398,2018,1214.75,VND04346,2018-04-30,
2018005401_2018_IT10,2018005401,2018,1098.00,VND04681,2018-05-31,
2018005402_2018_IT10,2018005402,2018,3421.55,VND04731,2018-05-20,
2018005403_2018_IT10,2018005403,2018,220.57,VND04623,2018-06-13,
2018005404_2018_IT10,2018005404,2018,2684.26,VND04623,2018-05-20,
2018005405_2018_IT10,2018005405,2018,1977.33,VND04623,2018-05-20,
2018005406_2018_IT10,2018005406,2018,1266.23,VND04623,2018-05-20,
2018005407_2018_IT10,2018005407,2018,793.00,VND06682,2018-03-29,
2018005408_2018_IT10,2018005408,2018,220.57,VND04623,2018-06-13,
2018005409_2018_IT10,2018005409,2018,582.14,VND04623,2018-05-13,
2018005410_2018_IT10,2018005410,2018,1977.33,VND04623,2018-05-13,
2018005411_2018_IT10,2018005411,2018,1364.81,VND04623,2018-05-13,
2018005412_2018_IT10,2018005412,2018,907.72,VND04623,2018-05-13,
2018005413_2018_IT10,2018005413,2018,14150.21,VND04741,2018-05-05,
2018005415_2018_IT10,2018005415,2018,2928.00,VND06369,2018-04-30,
2018005418_2018_IT10,2018005418,2018,715.04,VND04623,2018-04-03,
2018005419_2018_IT10,2018005419,2018,7355.70,VND06904,2018-05-22,
2018005420_2018_IT10,2018005420,2018,878.45,VND05269,2018-05-31,
2018005421_2018_IT10,2018005421,2018,4552.36,VND04623,2018-04-03,
2018005422_2018_IT10,2018005422,2018,2987.22,VND07361,2018-04-19,
2018005423_2018_IT10,2018005423,2018,4552.36,VND04623,2018-04-10,
2018005426_2018_IT10,2018005426,2018,2206.51,VND06904,2018-05-22,
2018005427_2018_IT10,2018005427,2018,11807.26,VND04623,2018-04-03,
2018005428_2018_IT10,2018005428,2018,13286.23,VND06904,2018-05-22,
2018005429_2018_IT10,2018005429,2018,5122.72,VND05417,2018-06-03,
2018005430_2018_IT10,2018005430,2018,928.30,VND06546,2018-05-15,
2018005431_2018_IT10,2018005431,2018,3632.45,VND04623,2018-04-30,
2018005432_2018_IT10,2018005432,2018,18435.22,VND06904,2018-05-27,
2018005433_2018_IT10,2018005433,2018,1484.19,VND04623,2018-04-23,
2018005434_2018_IT10,2018005434,2018,432.86,VND07617,2018-06-30,
2018005436_2018_IT10,2018005436,2018,2411.45,VND04623,2018-04-09,
2018005437_2018_IT10,2018005437,2018,1838.69,VND04623,2018-04-16,
2018005439_2018_IT10,2018005439,2018,632.45,VND06626,2018-05-31,
2018005440_2018_IT10,2018005440,2018,1187.35,VND04623,2018-04-30,
2018005441_2018_IT10,2018005441,2018,712.50,VND05804,2018-04-27,
2018005442_2018_IT10,2018005442,2018,5612.00,VND06436,2018-05-31,
2018005443_2018_IT10,2018005443,2018,662.02,VND06436,2018-05-31,
2018005444_2018_IT10,2018005444,2018,3002.12,VND06436,2018-05-31,
2018005446_2018_IT10,2018005446,2018,1647.32,VND05643,2018-05-31,
2018005452_2018_IT10,2018005452,2018,4552.36,VND04623,2018-05-14,
2018005453_2018_IT10,2018005453,2018,2318.00,VND04739,2018-05-09,
2018005455_2018_IT10,2018005455,2018,20417.41,VND04623,2018-05-27,
2018005456_2018_IT10,2018005456,2018,2411.45,VND04623,2018-05-27,
2018005457_2018_IT10,2018005457,2018,2450.86,VND04623,2018-05-06,
2018005458_2018_IT10,2018005458,2018,1103.20,VND04623,2018-05-20,
2018005460_2018_IT10,2018005460,2018,5385.03,VND05739,2018-05-30,
2018005463_2018_IT10,2018005463,2018,2854.80,VND06969,2018-05-31,
2018005464_2018_IT10,2018005464,2018,1597.59,VND07594,2018-05-31,
2018005467_2018_IT10,2018005467,2018,109.80,VND04817,2018-05-21,
2018005468_2018_IT10,2018005468,2018,1834.64,VND07004,2018-04-30,
2018005469_2018_IT10,2018005469,2018,9065.09,VND04712,2018-06-30,Rome
2018005474_2018_IT10,2018005474,2018,602.00,VND04842,2018-04-01,
2018005476_2018_IT10,2018005476,2018,1116.31,VND04670,2018-05-31,
2018005477_2018_IT10,2018005477,2018,1982.50,VND05086,2018-05-31,
2018005478_2018_IT10,2018005478,2018,1616.50,VND05086,2018-05-31,
2018005479_2018_IT10,2018005479,2018,26234.88,VND04698,2018-04-30,
2018005490_2018_IT10,2018005490,2018,45.08,VND05865,2018-04-30,
2018005492_2018_IT10,2018005492,2018,647.50,VND05865,2018-04-30,
2018005493_2018_IT10,2018005493,2018,658.80,VND07640,2018-04-30,
2018005494_2018_IT10,2018005494,2018,915.73,VND06084,2018-04-30,
2018005495_2018_IT10,2018005495,2018,308.94,VND05865,2018-04-30,
2018005497_2018_IT10,2018005497,2018,26.50,VND04043,2018-02-07,
2018005499_2018_IT10,2018005499,2018,2080.00,VND06175,2018-05-28,
2018005503_2018_IT10,2018005503,2018,3597.04,VND04541,2018-05-31,
2018005505_2018_IT10,2018005505,2018,43871.39,VND06904,2018-05-22,
2018005511_2018_IT10,2018005511,2018,31110.00,VND05068,2018-05-28,
2018005515_2018_IT10,2018005515,2018,975.00,VND05716,2018-03-23,
2018005516_2018_IT10,2018005516,2018,39540.00,VND03896,2018-03-20,
2018005518_2018_IT10,2018005518,2018,3185.00,VND03896,2018-03-05,
2018005520_2018_IT10,2018005520,2018,3767.81,VND04739,2018-05-26,
2018005521_2018_IT10,2018005521,2018,213.50,VND06841,2018-03-31,
2018005523_2018_IT10,2018005523,2018,4552.36,VND04623,2018-05-07,
2018005524_2018_IT10,2018005524,2018,9015.13,VND04623,2018-06-06,
2018005525_2018_IT10,2018005525,2018,2411.45,VND04623,2018-06-06,
2018005526_2018_IT10,2018005526,2018,951.66,VND04623,2018-06-13,
2018005527_2018_IT10,2018005527,2018,220.57,VND04623,2018-06-13,
2018005528_2018_IT10,2018005528,2018,411.79,VND04623,2018-06-13,
2018005531_2018_IT10,2018005531,2018,655.40,VND04623,2018-06-13,
2018005533_2018_IT10,2018005533,2018,6446.39,VND04623,2018-06-20,
2018005534_2018_IT10,2018005534,2018,335.50,VND05202,2018-04-30,
2018005535_2018_IT10,2018005535,2018,3546.21,VND04623,2018-06-28,
2018005536_2018_IT10,2018005536,2018,435.80,VND04623,2018-06-27,
2018005538_2018_IT10,2018005538,2018,635.36,VND04268,2018-04-27,
2018005539_2018_IT10,2018005539,2018,1602.00,VND05820,2018-04-30,Moscow
2018005541_2018_IT10,2018005541,2018,3843.00,VND05739,2018-05-21,
2018005542_2018_IT10,2018005542,2018,121.12,VND05330,2018-04-30,
2018005546_2018_IT10,2018005546,2018,54.80,VND05232,2018-06-30,Beijing
2018005547_2018_IT10,2018005547,2018,81.13,VND05418,2018-04-30,
2018005549_2018_IT10,2018005549,2018,930.33,VND04611,2018-05-03,
2018005550_2018_IT10,2018005550,2018,36635.38,VND04611,2018-05-06,
2018005551_2018_IT10,2018005551,2018,5388.26,VND05290,2018-06-01,
2018005553_2018_IT10,2018005553,2018,890.11,VND07396,2018-06-30,
2018005555_2018_IT10,2018005555,2018,3068.00,VND05820,2018-04-30,Moscow
2018005556_2018_IT10,2018005556,2018,2498.43,VND05820,2018-04-30,Moscow
2018005558_2018_IT10,2018005558,2018,7076.00,VND05138,2018-05-30,Milan
2018005560_2018_IT10,2018005560,2018,3660.00,VND07848,2018-04-28,Rome
2018005562_2018_IT10,2018005562,2018,18720.00,VND05856,2018-05-31,
2018005563_2018_IT10,2018005563,2018,1525.00,VND07848,2018-04-28,Rome
2018005564_2018_IT10,2018005564,2018,4459.31,VND04440,2018-05-13,Berlin
2018005566_2018_IT10,2018005566,2018,4270.00,VND04440,2018-05-31,Berlin
2018005571_2018_IT10,2018005571,2018,1170.00,VND05716,2018-03-31,
2018005572_2018_IT10,2018005572,2018,772.80,VND04035,2018-05-31,
2018005578_2018_IT10,2018005578,2018,1220.00,VND07808,2018-05-29,
2018005579_2018_IT10,2018005579,2018,4270.00,VND07787,2018-06-03,
2018005580_2018_IT10,2018005580,2018,606.80,VND06705,2018-04-13,
2018005587_2018_IT10,2018005587,2018,2429.75,VND07743,2018-04-13,
2018005588_2018_IT10,2018005588,2018,5252.83,VND07743,2018-04-13,
2018005590_2018_IT10,2018005590,2018,1141.92,VND06809,2018-05-28,
2018005597_2018_IT10,2018005597,2018,11964.78,VND06958,2018-05-31,
2018005602_2018_IT10,2018005602,2018,4457.03,VND06514,2018-02-28,
2018005605_2018_IT10,2018005605,2018,1830.00,VND06456,2018-05-16,
2018005606_2018_IT10,2018005606,2018,10980.00,VND05443,2018-05-31,Moscow
2018005610_2018_IT10,2018005610,2018,352.00,VND05629,2018-04-30,
2018005613_2018_IT10,2018005613,2018,12810.00,VND04793,2018-03-09,
2018005614_2018_IT10,2018005614,2018,13.15,VND04044,2018-02-13,
2018005617_2018_IT10,2018005617,2018,500.20,VND05650,2018-04-30,Rome
2018005619_2018_IT10,2018005619,2018,182.63,VND04115,2018-05-28,Berlin
2018005620_2018_IT10,2018005620,2018,352.79,VND06736,2018-04-30,
2018005621_2018_IT10,2018005621,2018,3952.80,VND07986,2018-04-30,
2018005622_2018_IT10,2018005622,2018,3083.92,VND05827,2018-11-30,Dusseldorf
2018005623_2018_IT10,2018005623,2018,3477.00,VND05827,2018-11-30,Dusseldorf
2018005624_2018_IT10,2018005624,2018,2315.72,VND04572,2018-04-30,
2018005625_2018_IT10,2018005625,2018,28847.96,VND07355,2018-06-30,
2018005627_2018_IT10,2018005627,2018,11760.31,VND04701,2018-05-28,
2018005630_2018_IT10,2018005630,2018,678.63,VND06341,2018-05-31,
2018005631_2018_IT10,2018005631,2018,116.39,VND06341,2018-05-31,
2018005633_2018_IT10,2018005633,2018,1842.98,VND06341,2018-05-31,
2018005634_2018_IT10,2018005634,2018,2286.52,VND06341,2018-05-31,
2018005635_2018_IT10,2018005635,2018,1114.67,VND06341,2018-05-31,
2018005636_2018_IT10,2018005636,2018,49.25,VND06341,2018-05-31,
2018005637_2018_IT10,2018005637,2018,2656.43,VND06341,2018-05-31,
2018005638_2018_IT10,2018005638,2018,563.64,VND04611,2018-05-06,
2018005639_2018_IT10,2018005639,2018,194.99,VND06341,2018-05-31,
2018005640_2018_IT10,2018005640,2018,92.00,VND06341,2018-05-31,
2018005641_2018_IT10,2018005641,2018,131.80,VND06341,2018-05-31,
2018005642_2018_IT10,2018005642,2018,308.44,VND06341,2018-05-31,
2018005643_2018_IT10,2018005643,2018,476423.04,VND05927,2018-04-30,Berlin
2018005644_2018_IT10,2018005644,2018,308.44,VND06341,2018-05-31,
2018005645_2018_IT10,2018005645,2018,653.00,VND03976,2018-04-05,
2018005646_2018_IT10,2018005646,2018,5443.43,VND05290,2018-05-31,
2018005647_2018_IT10,2018005647,2018,3442.70,VND05290,2018-05-31,
2018005648_2018_IT10,2018005648,2018,1000.40,VND06436,2018-05-31,
2018005649_2018_IT10,2018005649,2018,5673.00,VND06642,2018-05-31,
2018005651_2018_IT10,2018005651,2018,12159.08,VND06322,2018-05-31,
2018005652_2018_IT10,2018005652,2018,4649.55,VND06322,2018-05-31,
2018005654_2018_IT10,2018005654,2018,4131.10,VND06322,2018-05-31,
2018005655_2018_IT10,2018005655,2018,4683.00,VND06322,2018-05-31,
2018005656_2018_IT10,2018005656,2018,100.35,VND06322,2018-05-31,
2018005657_2018_IT10,2018005657,2018,325.69,VND06339,2018-05-31,
2018005658_2018_IT10,2018005658,2018,7984.90,VND03973,2018-05-31,
2018005659_2018_IT10,2018005659,2018,60.13,VND04987,2018-05-31,
2018005660_2018_IT10,2018005660,2018,6258.43,VND06637,2018-04-30,
2018005661_2018_IT10,2018005661,2018,374.55,VND07202,2018-05-26,
2018005662_2018_IT10,2018005662,2018,2247.39,VND07202,2018-05-31,
2018005664_2018_IT10,2018005664,2018,701.01,VND05890,2018-06-30,
2018005665_2018_IT10,2018005665,2018,352.58,VND07617,2018-06-30,
2018005666_2018_IT10,2018005666,2018,153.72,VND05255,2018-05-31,
2018005668_2018_IT10,2018005668,2018,29757.62,VND05972,2018-04-29,Dusseldorf
2018005670_2018_IT10,2018005670,2018,544.61,VND04921,2018-03-28,
2018005672_2018_IT10,2018005672,2018,10189.53,VND05073,2018-05-31,Dusseldorf
2018005673_2018_IT10,2018005673,2018,1506.70,VND06458,2018-05-30,
2018005678_2018_IT10,2018005678,2018,622.20,VND06062,2018-04-19,
2018005679_2018_IT10,2018005679,2018,7771.40,VND06128,2018-05-31,
2018005681_2018_IT10,2018005681,2018,2342.40,VND04757,2018-05-31,
2018005682_2018_IT10,2018005682,2018,1332.85,VND07345,2018-06-30,Dusseldorf
2018005683_2018_IT10,2018005683,2018,1729.96,VND06318,2018-05-31,Dusseldorf
2018005684_2018_IT10,2018005684,2018,810.08,VND06318,2018-05-31,Dusseldorf
2018005685_2018_IT10,2018005685,2018,6446.11,VND06318,2018-05-31,Dusseldorf
2018005690_2018_IT10,2018005690,2018,4148.00,VND07361,2018-04-20,
2018005692_2018_IT10,2018005692,2018,277.00,VND07697,2018-03-15,Berlin
2018005693_2018_IT10,2018005693,2018,277.00,VND07697,2018-03-15,Berlin
2018005696_2018_IT10,2018005696,2018,674.00,VND06705,2018-05-06,
2018005700_2018_IT10,2018005700,2018,3050.00,VND06979,2018-03-31,
2018005701_2018_IT10,2018005701,2018,2292.83,VND07084,2018-03-30,Dusseldorf
2018005703_2018_IT10,2018005703,2018,2547.36,VND04334,2018-05-31,
2018005704_2018_IT10,2018005704,2018,1222.44,VND07626,2018-05-31,
2018005708_2018_IT10,2018005708,2018,2178.31,VND04988,2018-06-30,
2018005711_2018_IT10,2018005711,2018,1507.92,VND04988,2018-06-30,
2018005712_2018_IT10,2018005712,2018,3215.98,VND06339,2018-05-31,
2018005713_2018_IT10,2018005713,2018,960.51,VND06453,2018-05-31,
2018005714_2018_IT10,2018005714,2018,2129.08,VND04988,2018-06-30,
2018005715_2018_IT10,2018005715,2018,190.30,VND04988,2018-06-30,
2018005716_2018_IT10,2018005716,2018,6600.00,VND04988,2018-05-31,
2018005717_2018_IT10,2018005717,2018,10432.70,VND04988,2018-05-31,
2018005718_2018_IT10,2018005718,2018,8461.85,VND04988,2018-05-31,
